id,county,STNAME,CTYNAME,POPESTIMATE2019,D1,D2,Administered,Per
18119,Owen,Indiana,Owen County,20799,,,,
18121,Parke,Indiana,Parke County,16937,,,,
18123,Perry,Indiana,Perry County,19169,,,,
18125,Pike,Indiana,Pike County,12389,,,,
18127,Porter,Indiana,Porter County,170389,,,,
18129,Posey,Indiana,Posey County,25427,,,,
18131,Pulaski,Indiana,Pulaski County,12353,,,,
18133,Putnam,Indiana,Putnam County,37576,,,,
18135,Randolph,Indiana,Randolph County,24665,,,,
18137,Ripley,Indiana,Ripley County,28324,,,,
18139,Rush,Indiana,Rush County,16581,,,,
18141,St. Joseph,Indiana,St. Joseph County,271826,,,,
18143,Scott,Indiana,Scott County,23873,,,,
18145,Shelby,Indiana,Shelby County,44729,,,,
18147,Spencer,Indiana,Spencer County,20277,,,,
18149,Starke,Indiana,Starke County,22995,,,,
18151,Steuben,Indiana,Steuben County,34594,,,,
18153,Sullivan,Indiana,Sullivan County,20669,,,,
18155,Switzerland,Indiana,Switzerland County,10751,,,,
18157,Tippecanoe,Indiana,Tippecanoe County,195732,,,,
18159,Tipton,Indiana,Tipton County,15148,,,,
18161,Union,Indiana,Union County,7054,,,,
18163,Vanderburgh,Indiana,Vanderburgh County,181451,,,,
18165,Vermillion,Indiana,Vermillion County,15498,,,,
18167,Vigo,Indiana,Vigo County,107038,,,,
18169,Wabash,Indiana,Wabash County,30996,,,,
18171,Warren,Indiana,Warren County,8265,,,,
18173,Warrick,Indiana,Warrick County,62998,,,,
18175,Washington,Indiana,Washington County,28036,,,,
18177,Wayne,Indiana,Wayne County,65884,,,,
18179,Wells,Indiana,Wells County,28296,,,,
18181,White,Indiana,White County,24102,,,,
18183,Whitley,Indiana,Whitley County,33964,,,,
19000,Iowa,Iowa,Iowa,3155070,,,,
19001,Adair,Iowa,Adair County,7152,,,,
19003,Adams,Iowa,Adams County,3602,,,,
19005,Allamakee,Iowa,Allamakee County,13687,,,,
19007,Appanoose,Iowa,Appanoose County,12426,,,,
19009,Audubon,Iowa,Audubon County,5496,,,,
19011,Benton,Iowa,Benton County,25645,,,,
19013,Black Hawk,Iowa,Black Hawk County,131228,,,,
19015,Boone,Iowa,Boone County,26234,,,,
19017,Bremer,Iowa,Bremer County,25062,,,,
19019,Buchanan,Iowa,Buchanan County,21175,,,,
19021,Buena Vista,Iowa,Buena Vista County,19620,,,,
19023,Butler,Iowa,Butler County,14439,,,,
19025,Calhoun,Iowa,Calhoun County,9668,,,,
19027,Carroll,Iowa,Carroll County,20165,,,,
19029,Cass,Iowa,Cass County,12836,,,,
19031,Cedar,Iowa,Cedar County,18627,,,,
19033,Cerro Gordo,Iowa,Cerro Gordo County,42450,,,,
19035,Cherokee,Iowa,Cherokee County,11235,,,,
19037,Chickasaw,Iowa,Chickasaw County,11933,,,,
19039,Clarke,Iowa,Clarke County,9395,,,,
19041,Clay,Iowa,Clay County,16016,,,,
19043,Clayton,Iowa,Clayton County,17549,,,,
19045,Clinton,Iowa,Clinton County,46429,,,,
19047,Crawford,Iowa,Crawford County,16820,,,,
19049,Dallas,Iowa,Dallas County,93453,,,,
19051,Davis,Iowa,Davis County,9000,,,,
19053,Decatur,Iowa,Decatur County,7870,,,,
19055,Delaware,Iowa,Delaware County,17011,,,,
19057,Des Moines,Iowa,Des Moines County,38967,,,,
19059,Dickinson,Iowa,Dickinson County,17258,,,,
19061,Dubuque,Iowa,Dubuque County,97311,,,,
19063,Emmet,Iowa,Emmet County,9208,,,,
19065,Fayette,Iowa,Fayette County,19650,,,,
19067,Floyd,Iowa,Floyd County,15642,,,,
19069,Franklin,Iowa,Franklin County,10070,,,,
19071,Fremont,Iowa,Fremont County,6960,,,,
19073,Greene,Iowa,Greene County,8888,,,,
19075,Grundy,Iowa,Grundy County,12232,,,,
19077,Guthrie,Iowa,Guthrie County,10689,,,,
19079,Hamilton,Iowa,Hamilton County,14773,,,,
19081,Hancock,Iowa,Hancock County,10630,,,,
19083,Hardin,Iowa,Hardin County,16846,,,,
19085,Harrison,Iowa,Harrison County,14049,,,,
19087,Henry,Iowa,Henry County,19954,,,,
19089,Howard,Iowa,Howard County,9158,,,,
19091,Humboldt,Iowa,Humboldt County,9558,,,,
19093,Ida,Iowa,Ida County,6860,,,,
19095,Iowa,Iowa,Iowa County,16184,,,,
19097,Jackson,Iowa,Jackson County,19439,,,,
19099,Jasper,Iowa,Jasper County,37185,,,,
19101,Jefferson,Iowa,Jefferson County,18295,,,,
19103,Johnson,Iowa,Johnson County,151140,,,,
19105,Jones,Iowa,Jones County,20681,,,,
19107,Keokuk,Iowa,Keokuk County,10246,,,,
19109,Kossuth,Iowa,Kossuth County,14813,,,,
19111,Lee,Iowa,Lee County,33657,,,,
19113,Linn,Iowa,Linn County,226706,,,,
19115,Louisa,Iowa,Louisa County,11035,,,,
19117,Lucas,Iowa,Lucas County,8600,,,,
19119,Lyon,Iowa,Lyon County,11755,,,,
19121,Madison,Iowa,Madison County,16338,,,,
19123,Mahaska,Iowa,Mahaska County,22095,,,,
19125,Marion,Iowa,Marion County,33253,,,,
19127,Marshall,Iowa,Marshall County,39369,,,,
19129,Mills,Iowa,Mills County,15109,,,,
19131,Mitchell,Iowa,Mitchell County,10586,,,,
19133,Monona,Iowa,Monona County,8615,,,,
19135,Monroe,Iowa,Monroe County,7707,,,,
19137,Montgomery,Iowa,Montgomery County,9917,,,,
19139,Muscatine,Iowa,Muscatine County,42664,,,,
19141,O'Brien,Iowa,O'Brien County,13753,,,,
19143,Osceola,Iowa,Osceola County,5958,,,,
19145,Page,Iowa,Page County,15107,,,,
19147,Palo Alto,Iowa,Palo Alto County,8886,,,,
19149,Plymouth,Iowa,Plymouth County,25177,,,,
19151,Pocahontas,Iowa,Pocahontas County,6619,,,,
19153,Polk,Iowa,Polk County,490161,,,,
19155,Pottawattamie,Iowa,Pottawattamie County,93206,,,,
19157,Poweshiek,Iowa,Poweshiek County,18504,,,,
19159,Ringgold,Iowa,Ringgold County,4894,,,,
19161,Sac,Iowa,Sac County,9721,,,,
19163,Scott,Iowa,Scott County,172943,,,,
19165,Shelby,Iowa,Shelby County,11454,,,,
19167,Sioux,Iowa,Sioux County,34855,,,,
19169,Story,Iowa,Story County,97117,,,,
19171,Tama,Iowa,Tama County,16854,,,,
19173,Taylor,Iowa,Taylor County,6121,,,,
19175,Union,Iowa,Union County,12241,,,,
19177,Van Buren,Iowa,Van Buren County,7044,,,,
19179,Wapello,Iowa,Wapello County,34969,,,,
19181,Warren,Iowa,Warren County,51466,,,,
19183,Washington,Iowa,Washington County,21965,,,,
19185,Wayne,Iowa,Wayne County,6441,,,,
19187,Webster,Iowa,Webster County,35904,,,,
19189,Winnebago,Iowa,Winnebago County,10354,,,,
19191,Winneshiek,Iowa,Winneshiek County,19991,,,,
19193,Woodbury,Iowa,Woodbury County,103107,,,,
19195,Worth,Iowa,Worth County,7381,,,,
19197,Wright,Iowa,Wright County,12562,,,,
20000,Kansas,Kansas,Kansas,2913314,,,,
20001,Allen,Kansas,Allen County,12369,,,,
20003,Anderson,Kansas,Anderson County,7858,,,,
20005,Atchison,Kansas,Atchison County,16073,,,,
20007,Barber,Kansas,Barber County,4427,,,,
20009,Barton,Kansas,Barton County,25779,,,,
20011,Bourbon,Kansas,Bourbon County,14534,,,,
20013,Brown,Kansas,Brown County,9564,,,,
20015,Butler,Kansas,Butler County,66911,,,,
20017,Chase,Kansas,Chase County,2648,,,,
20019,Chautauqua,Kansas,Chautauqua County,3250,,,,
20021,Cherokee,Kansas,Cherokee County,19939,,,,
20023,Cheyenne,Kansas,Cheyenne County,2657,,,,
20025,Clark,Kansas,Clark County,1994,,,,
20027,Clay,Kansas,Clay County,8002,,,,
20029,Cloud,Kansas,Cloud County,8786,,,,
20031,Coffey,Kansas,Coffey County,8179,,,,
20033,Comanche,Kansas,Comanche County,1700,,,,
20035,Cowley,Kansas,Cowley County,34908,,,,
20037,Crawford,Kansas,Crawford County,38818,,,,
20039,Decatur,Kansas,Decatur County,2827,,,,
20041,Dickinson,Kansas,Dickinson County,18466,,,,
20043,Doniphan,Kansas,Doniphan County,7600,,,,
20045,Douglas,Kansas,Douglas County,122259,,,,
20047,Edwards,Kansas,Edwards County,2798,,,,
20049,Elk,Kansas,Elk County,2530,,,,
20051,Ellis,Kansas,Ellis County,28553,,,,
20053,Ellsworth,Kansas,Ellsworth County,6102,,,,
20055,Finney,Kansas,Finney County,36467,,,,
20057,Ford,Kansas,Ford County,33619,,,,
20059,Franklin,Kansas,Franklin County,25544,,,,
20061,Geary,Kansas,Geary County,31670,,,,
20063,Gove,Kansas,Gove County,2636,,,,
20065,Graham,Kansas,Graham County,2482,,,,
20067,Grant,Kansas,Grant County,7150,,,,
20069,Gray,Kansas,Gray County,5988,,,,
20071,Greeley,Kansas,Greeley County,1232,,,,
20073,Greenwood,Kansas,Greenwood County,5982,,,,
20075,Hamilton,Kansas,Hamilton County,2539,,,,
20077,Harper,Kansas,Harper County,5436,,,,
20079,Harvey,Kansas,Harvey County,34429,,,,
20081,Haskell,Kansas,Haskell County,3968,,,,
20083,Hodgeman,Kansas,Hodgeman County,1794,,,,
20085,Jackson,Kansas,Jackson County,13171,,,,
20087,Jefferson,Kansas,Jefferson County,19043,,,,
20089,Jewell,Kansas,Jewell County,2879,,,,
20091,Johnson,Kansas,Johnson County,602401,,,,
20093,Kearny,Kansas,Kearny County,3838,,,,
20095,Kingman,Kansas,Kingman County,7152,,,,
20097,Kiowa,Kansas,Kiowa County,2475,,,,
20099,Labette,Kansas,Labette County,19618,,,,
20101,Lane,Kansas,Lane County,1535,,,,
20103,Leavenworth,Kansas,Leavenworth County,81758,,,,
20105,Lincoln,Kansas,Lincoln County,2962,,,,
20107,Linn,Kansas,Linn County,9703,,,,
20109,Logan,Kansas,Logan County,2794,,,,
20111,Lyon,Kansas,Lyon County,33195,,,,
20113,McPherson,Kansas,McPherson County,28542,,,,
20115,Marion,Kansas,Marion County,11884,,,,
20117,Marshall,Kansas,Marshall County,9707,,,,
20119,Meade,Kansas,Meade County,4033,,,,
20121,Miami,Kansas,Miami County,34237,,,,
20123,Mitchell,Kansas,Mitchell County,5979,,,,
20125,Montgomery,Kansas,Montgomery County,31829,,,,
20127,Morris,Kansas,Morris County,5620,,,,
20129,Morton,Kansas,Morton County,2587,,,,
20131,Nemaha,Kansas,Nemaha County,10231,,,,
20133,Neosho,Kansas,Neosho County,16007,,,,
20135,Ness,Kansas,Ness County,2750,,,,
20137,Norton,Kansas,Norton County,5361,,,,
20139,Osage,Kansas,Osage County,15949,,,,
20141,Osborne,Kansas,Osborne County,3421,,,,
20143,Ottawa,Kansas,Ottawa County,5704,,,,
20145,Pawnee,Kansas,Pawnee County,6414,,,,
20147,Phillips,Kansas,Phillips County,5234,,,,
20149,Pottawatomie,Kansas,Pottawatomie County,24383,,,,
20151,Pratt,Kansas,Pratt County,9164,,,,
20153,Rawlins,Kansas,Rawlins County,2530,,,,
20155,Reno,Kansas,Reno County,61998,,,,
20157,Republic,Kansas,Republic County,4636,,,,
20159,Rice,Kansas,Rice County,9537,,,,
20161,Riley,Kansas,Riley County,74232,,,,
20163,Rooks,Kansas,Rooks County,4920,,,,
20165,Rush,Kansas,Rush County,3036,,,,
20167,Russell,Kansas,Russell County,6856,,,,
20169,Saline,Kansas,Saline County,54224,,,,
20171,Scott,Kansas,Scott County,4823,,,,
20173,Sedgwick,Kansas,Sedgwick County,516042,,,,
20175,Seward,Kansas,Seward County,21428,,,,
20177,Shawnee,Kansas,Shawnee County,176875,,,,
20179,Sheridan,Kansas,Sheridan County,2521,,,,
20181,Sherman,Kansas,Sherman County,5917,,,,
20183,Smith,Kansas,Smith County,3583,,,,
20185,Stafford,Kansas,Stafford County,4156,,,,
20187,Stanton,Kansas,Stanton County,2006,,,,
20189,Stevens,Kansas,Stevens County,5485,,,,
20191,Sumner,Kansas,Sumner County,22836,,,,
20193,Thomas,Kansas,Thomas County,7777,,,,
20195,Trego,Kansas,Trego County,2803,,,,
20197,Wabaunsee,Kansas,Wabaunsee County,6931,,,,
20199,Wallace,Kansas,Wallace County,1518,,,,
20201,Washington,Kansas,Washington County,5406,,,,
20203,Wichita,Kansas,Wichita County,2119,,,,
20205,Wilson,Kansas,Wilson County,8525,,,,
20207,Woodson,Kansas,Woodson County,3138,,,,
20209,Wyandotte,Kansas,Wyandotte County,165429,,,,
21000,Kentucky,Kentucky,Kentucky,4467673,,,,
21001,Adair,Kentucky,Adair County,19202,,,,
21003,Allen,Kentucky,Allen County,21315,,,,
21005,Anderson,Kentucky,Anderson County,22747,,,,
21007,Ballard,Kentucky,Ballard County,7888,,,,
21009,Barren,Kentucky,Barren County,44249,,,,
21011,Bath,Kentucky,Bath County,12500,,,,
21013,Bell,Kentucky,Bell County,26032,,,,
21015,Boone,Kentucky,Boone County,133581,,,,
21017,Bourbon,Kentucky,Bourbon County,19788,,,,
21019,Boyd,Kentucky,Boyd County,46718,,,,
21021,Boyle,Kentucky,Boyle County,30060,,,,
21023,Bracken,Kentucky,Bracken County,8303,,,,
21025,Breathitt,Kentucky,Breathitt County,12630,,,,
21027,Breckinridge,Kentucky,Breckinridge County,20477,,,,
21029,Bullitt,Kentucky,Bullitt County,81676,,,,
21031,Butler,Kentucky,Butler County,12879,,,,
21033,Caldwell,Kentucky,Caldwell County,12747,,,,
21035,Calloway,Kentucky,Calloway County,39001,,,,
21037,Campbell,Kentucky,Campbell County,93584,,,,
21039,Carlisle,Kentucky,Carlisle County,4760,,,,
21041,Carroll,Kentucky,Carroll County,10631,,,,
21043,Carter,Kentucky,Carter County,26797,,,,
21045,Casey,Kentucky,Casey County,16159,,,,
21047,Christian,Kentucky,Christian County,70461,,,,
21049,Clark,Kentucky,Clark County,36263,,,,
21051,Clay,Kentucky,Clay County,19901,,,,
21053,Clinton,Kentucky,Clinton County,10218,,,,
21055,Crittenden,Kentucky,Crittenden County,8806,,,,
21057,Cumberland,Kentucky,Cumberland County,6614,,,,
21059,Daviess,Kentucky,Daviess County,101511,,,,
21061,Edmonson,Kentucky,Edmonson County,12150,,,,
21063,Elliott,Kentucky,Elliott County,7517,,,,
21065,Estill,Kentucky,Estill County,14106,,,,
21067,Fayette,Kentucky,Fayette County,323152,,,,
21069,Fleming,Kentucky,Fleming County,14581,,,,
21071,Floyd,Kentucky,Floyd County,35589,,,,
21073,Franklin,Kentucky,Franklin County,50991,,,,
21075,Fulton,Kentucky,Fulton County,5969,,,,
21077,Gallatin,Kentucky,Gallatin County,8869,,,,
21079,Garrard,Kentucky,Garrard County,17666,,,,
21081,Grant,Kentucky,Grant County,25069,,,,
21083,Graves,Kentucky,Graves County,37266,,,,
21085,Grayson,Kentucky,Grayson County,26427,,,,
21087,Green,Kentucky,Green County,10941,,,,
21089,Greenup,Kentucky,Greenup County,35098,,,,
21091,Hancock,Kentucky,Hancock County,8722,,,,
21093,Hardin,Kentucky,Hardin County,110958,,,,
21095,Harlan,Kentucky,Harlan County,26010,,,,
21097,Harrison,Kentucky,Harrison County,18886,,,,
21099,Hart,Kentucky,Hart County,19035,,,,
21101,Henderson,Kentucky,Henderson County,45210,,,,
21103,Henry,Kentucky,Henry County,16126,,,,
21105,Hickman,Kentucky,Hickman County,4380,,,,
21107,Hopkins,Kentucky,Hopkins County,44686,,,,
21109,Jackson,Kentucky,Jackson County,13329,,,,
21111,Jefferson,Kentucky,Jefferson County,766757,,,,
21113,Jessamine,Kentucky,Jessamine County,54115,,,,
21115,Johnson,Kentucky,Johnson County,22188,,,,
21117,Kenton,Kentucky,Kenton County,166998,,,,
21119,Knott,Kentucky,Knott County,14806,,,,
21121,Knox,Kentucky,Knox County,31145,,,,
21123,Larue,Kentucky,Larue County,14398,,,,
21125,Laurel,Kentucky,Laurel County,60813,,,,
21127,Lawrence,Kentucky,Lawrence County,15317,,,,
21129,Lee,Kentucky,Lee County,7403,,,,
21131,Leslie,Kentucky,Leslie County,9877,,,,
21133,Letcher,Kentucky,Letcher County,21553,,,,
21135,Lewis,Kentucky,Lewis County,13275,,,,
21137,Lincoln,Kentucky,Lincoln County,24549,,,,
21139,Livingston,Kentucky,Livingston County,9194,,,,
21141,Logan,Kentucky,Logan County,27102,,,,
21143,Lyon,Kentucky,Lyon County,8210,,,,
21145,McCracken,Kentucky,McCracken County,65418,,,,
21147,McCreary,Kentucky,McCreary County,17231,,,,
21149,McLean,Kentucky,McLean County,9207,,,,
21151,Madison,Kentucky,Madison County,92987,,,,
21153,Magoffin,Kentucky,Magoffin County,12161,,,,
21155,Marion,Kentucky,Marion County,19273,,,,
21157,Marshall,Kentucky,Marshall County,31100,,,,
21159,Martin,Kentucky,Martin County,11195,,,,
21161,Mason,Kentucky,Mason County,17070,,,,
21163,Meade,Kentucky,Meade County,28572,,,,
21165,Menifee,Kentucky,Menifee County,6489,,,,
21167,Mercer,Kentucky,Mercer County,21933,,,,
21169,Metcalfe,Kentucky,Metcalfe County,10071,,,,
21171,Monroe,Kentucky,Monroe County,10650,,,,
21173,Montgomery,Kentucky,Montgomery County,28157,,,,
21175,Morgan,Kentucky,Morgan County,13309,,,,
21177,Muhlenberg,Kentucky,Muhlenberg County,30622,,,,
21179,Nelson,Kentucky,Nelson County,46233,,,,
21181,Nicholas,Kentucky,Nicholas County,7269,,,,
21183,Ohio,Kentucky,Ohio County,23994,,,,
21185,Oldham,Kentucky,Oldham County,66799,,,,
21187,Owen,Kentucky,Owen County,10901,,,,
21189,Owsley,Kentucky,Owsley County,4415,,,,
21191,Pendleton,Kentucky,Pendleton County,14590,,,,
21193,Perry,Kentucky,Perry County,25758,,,,
21195,Pike,Kentucky,Pike County,57876,,,,
21197,Powell,Kentucky,Powell County,12359,,,,
21199,Pulaski,Kentucky,Pulaski County,64979,,,,
21201,Robertson,Kentucky,Robertson County,2108,,,,
21203,Rockcastle,Kentucky,Rockcastle County,16695,,,,
21205,Rowan,Kentucky,Rowan County,24460,,,,
21207,Russell,Kentucky,Russell County,17923,,,,
21209,Scott,Kentucky,Scott County,57004,,,,
21211,Shelby,Kentucky,Shelby County,49024,,,,
21213,Simpson,Kentucky,Simpson County,18572,,,,
21215,Spencer,Kentucky,Spencer County,19351,,,,
21217,Taylor,Kentucky,Taylor County,25769,,,,
21219,Todd,Kentucky,Todd County,12294,,,,
21221,Trigg,Kentucky,Trigg County,14651,,,,
21223,Trimble,Kentucky,Trimble County,8471,,,,
21225,Union,Kentucky,Union County,14381,,,,
21227,Warren,Kentucky,Warren County,132896,,,,
21229,Washington,Kentucky,Washington County,12095,,,,
21231,Wayne,Kentucky,Wayne County,20333,,,,
21233,Webster,Kentucky,Webster County,12942,,,,
21235,Whitley,Kentucky,Whitley County,36264,,,,
21237,Wolfe,Kentucky,Wolfe County,7157,,,,
21239,Woodford,Kentucky,Woodford County,26734,,,,
22000,Louisiana,Louisiana,Louisiana,4648794,,,,
22001,Acadia,Louisiana,Acadia Parish,62045,,,,
22003,Allen,Louisiana,Allen Parish,25627,,,,
22005,Ascension,Louisiana,Ascension Parish,126604,,,,
22007,Assumption,Louisiana,Assumption Parish,21891,,,,
22009,Avoyelles,Louisiana,Avoyelles Parish,40144,,,,
22011,Beauregard,Louisiana,Beauregard Parish,37497,,,,
22013,Bienville,Louisiana,Bienville Parish,13241,,,,
22015,Bossier,Louisiana,Bossier Parish,127039,,,,
22017,Caddo,Louisiana,Caddo Parish,240204,,,,
22019,Calcasieu,Louisiana,Calcasieu Parish,203436,,,,
22021,Caldwell,Louisiana,Caldwell Parish,9918,,,,
22023,Cameron,Louisiana,Cameron Parish,6973,,,,
22025,Catahoula,Louisiana,Catahoula Parish,9494,,,,
22027,Claiborne,Louisiana,Claiborne Parish,15670,,,,
22029,Concordia,Louisiana,Concordia Parish,19259,,,,
22031,De Soto,Louisiana,De Soto Parish,27463,,,,
22033,East Baton Rouge,Louisiana,East Baton Rouge Parish,440059,,,,
22035,East Carroll,Louisiana,East Carroll Parish,6861,,,,
22037,East Feliciana,Louisiana,East Feliciana Parish,19135,,,,
22039,Evangeline,Louisiana,Evangeline Parish,33395,,,,
22041,Franklin,Louisiana,Franklin Parish,20015,,,,
22043,Grant,Louisiana,Grant Parish,22389,,,,
22045,Iberia,Louisiana,Iberia Parish,69830,,,,
22047,Iberville,Louisiana,Iberville Parish,32511,,,,
22049,Jackson,Louisiana,Jackson Parish,15744,,,,
22051,Jefferson,Louisiana,Jefferson Parish,432493,,,,
22053,Jefferson Davis,Louisiana,Jefferson Davis Parish,31368,,,,
22055,Lafayette,Louisiana,Lafayette Parish,244390,,,,
22057,Lafourche,Louisiana,Lafourche Parish,97614,,,,
22059,La Salle,Louisiana,LaSalle Parish,14892,,,,
22061,Lincoln,Louisiana,Lincoln Parish,46742,,,,
22063,Livingston,Louisiana,Livingston Parish,140789,,,,
22065,Madison,Louisiana,Madison Parish,10951,,,,
22067,Morehouse,Louisiana,Morehouse Parish,24874,,,,
22069,Natchitoches,Louisiana,Natchitoches Parish,38158,,,,
22071,Orleans,Louisiana,Orleans Parish,390144,,,,
22073,Ouachita,Louisiana,Ouachita Parish,153279,,,,
22075,Plaquemines,Louisiana,Plaquemines Parish,23197,,,,
22077,Pointe Coupee,Louisiana,Pointe Coupee Parish,21730,,,,
22079,Rapides,Louisiana,Rapides Parish,129648,,,,
22081,Red River,Louisiana,Red River Parish,8442,,,,
22083,Richland,Louisiana,Richland Parish,20122,,,,
22085,Sabine,Louisiana,Sabine Parish,23884,,,,
22087,St. Bernard,Louisiana,St. Bernard Parish,47244,,,,
22089,St. Charles,Louisiana,St. Charles Parish,53100,,,,
22091,St. Helena,Louisiana,St. Helena Parish,10132,,,,
22093,St. James,Louisiana,St. James Parish,21096,,,,
22095,St. John the Baptist,Louisiana,St. John the Baptist Parish,42837,,,,
22097,St. Landry,Louisiana,St. Landry Parish,82124,,,,
22099,St. Martin,Louisiana,St. Martin Parish,53431,,,,
22101,St. Mary,Louisiana,St. Mary Parish,49348,,,,
22103,St. Tammany,Louisiana,St. Tammany Parish,260419,,,,
22105,Tangipahoa,Louisiana,Tangipahoa Parish,134758,,,,
22107,Tensas,Louisiana,Tensas Parish,4334,,,,
22109,Terrebonne,Louisiana,Terrebonne Parish,110461,,,,
22111,Union,Louisiana,Union Parish,22108,,,,
22113,Vermilion,Louisiana,Vermilion Parish,59511,,,,
22115,Vernon,Louisiana,Vernon Parish,47429,,,,
22117,Washington,Louisiana,Washington Parish,46194,,,,
22119,Webster,Louisiana,Webster Parish,38340,,,,
22121,West Baton Rouge,Louisiana,West Baton Rouge Parish,26465,,,,
22123,West Carroll,Louisiana,West Carroll Parish,10830,,,,
22125,West Feliciana,Louisiana,West Feliciana Parish,15568,,,,
22127,Winn,Louisiana,Winn Parish,13904,,,,
23000,Maine,Maine,Maine,1344212,,,,
23001,Androscoggin,Maine,Androscoggin County,108277,,,,
23003,Aroostook,Maine,Aroostook County,67055,,,,
23005,Cumberland,Maine,Cumberland County,295003,,,,
23007,Franklin,Maine,Franklin County,30199,,,,
23009,Hancock,Maine,Hancock County,54987,,,,
23011,Kennebec,Maine,Kennebec County,122302,,,,
23013,Knox,Maine,Knox County,39772,,,,
23015,Lincoln,Maine,Lincoln County,34634,,,,
23017,Oxford,Maine,Oxford County,57975,,,,
23019,Penobscot,Maine,Penobscot County,152148,,,,
23021,Piscataquis,Maine,Piscataquis County,16785,,,,
23023,Sagadahoc,Maine,Sagadahoc County,35856,,,,
23025,Somerset,Maine,Somerset County,50484,,,,
23027,Waldo,Maine,Waldo County,39715,,,,
23029,Washington,Maine,Washington County,31379,,,,
23031,York,Maine,York County,207641,,,,
24000,Maryland,Maryland,Maryland,6045680,,,,
24001,Allegany,Maryland,Allegany County,70416,9904,6539,16443,0.23351227
24003,Anne Arundel,Maryland,Anne Arundel County,579234,74025,39110,113135,0.1953183
24005,Baltimore,Maryland,Baltimore County,827370,122023,72117,194140,0.234647135
24009,Calvert,Maryland,Calvert County,92525,13655,6461,20116,0.21741151
24011,Caroline,Maryland,Caroline County,33406,4649,2685,7334,0.2195414
24013,Carroll,Maryland,Carroll County,168447,24356,13459,37815,0.224491977
24015,Cecil,Maryland,Cecil County,102855,11647,6999,18646,0.181284332
24017,Charles,Maryland,Charles County,163257,15398,6923,22321,0.136723081
24019,Dorchester,Maryland,Dorchester County,31929,4376,2613,6989,0.218891916
24021,Frederick,Maryland,Frederick County,259547,35025,22241,57266,0.220638266
24023,Garrett,Maryland,Garrett County,29014,5008,2186,7194,0.247949266
24025,Harford,Maryland,Harford County,255441,33991,20522,54513,0.213407401
24027,Howard,Maryland,Howard County,325690,52584,25791,78375,0.240642943
24029,Kent,Maryland,Kent County,19422,4343,1948,6291,0.323911029
24031,Montgomery,Maryland,Montgomery County,1050688,141146,65659,206805,0.196828174
24033,Prince George's,Maryland,Prince George's County,909327,64903,28573,93476,0.102796904
24035,Queen Anne's,Maryland,Queen Anne's County,50381,7520,4113,11633,0.230900538
24037,St. Mary's,Maryland,St. Mary's County,113510,15704,11432,27136,0.239062638
24039,Somerset,Maryland,Somerset County,25616,3051,1712,4763,0.185938476
24041,Talbot,Maryland,Talbot County,37181,7127,4196,11323,0.304537264
24043,Washington,Maryland,Washington County,151049,19280,10931,30211,0.200007944
24045,Wicomico,Maryland,Wicomico County,103609,15656,9293,24949,0.240799544
24047,Worcester,Maryland,Worcester County,52276,10229,6021,16250,0.310850103
24510,Baltimore city,Maryland,Baltimore city,593490,65990,38099,104089,0.175384589
25000,Massachusetts,Massachusetts,Massachusetts,6892503,,,,
25001,Barnstable,Massachusetts,Barnstable County,212990,,,,
25003,Berkshire,Massachusetts,Berkshire County,124944,,,,
25005,Bristol,Massachusetts,Bristol County,565217,,,,
25007,Dukes,Massachusetts,Dukes County,17332,,,,
25009,Essex,Massachusetts,Essex County,789034,,,,
25011,Franklin,Massachusetts,Franklin County,70180,,,,
25013,Hampden,Massachusetts,Hampden County,466372,,,,
25015,Hampshire,Massachusetts,Hampshire County,160830,,,,
25017,Middlesex,Massachusetts,Middlesex County,1611699,,,,
25019,Nantucket,Massachusetts,Nantucket County,11399,,,,
25021,Norfolk,Massachusetts,Norfolk County,706775,,,,
25023,Plymouth,Massachusetts,Plymouth County,521202,,,,
25025,Suffolk,Massachusetts,Suffolk County,803907,,,,
25027,Worcester,Massachusetts,Worcester County,830622,,,,
26000,Michigan,Michigan,Michigan,9986857,,,,
26001,Alcona,Michigan,Alcona County,10405,,,,
26003,Alger,Michigan,Alger County,9108,,,,
26005,Allegan,Michigan,Allegan County,118081,,,,
26007,Alpena,Michigan,Alpena County,28405,,,,
26009,Antrim,Michigan,Antrim County,23324,,,,
26011,Arenac,Michigan,Arenac County,14883,,,,
26013,Baraga,Michigan,Baraga County,8209,,,,
26015,Barry,Michigan,Barry County,61550,,,,
26017,Bay,Michigan,Bay County,103126,,,,
26019,Benzie,Michigan,Benzie County,17766,,,,
26021,Berrien,Michigan,Berrien County,153401,,,,
26023,Branch,Michigan,Branch County,43517,,,,
26025,Calhoun,Michigan,Calhoun County,134159,,,,
26027,Cass,Michigan,Cass County,51787,,,,
26029,Charlevoix,Michigan,Charlevoix County,26143,,,,
26031,Cheboygan,Michigan,Cheboygan County,25276,,,,
26033,Chippewa,Michigan,Chippewa County,37349,,,,
26035,Clare,Michigan,Clare County,30950,,,,
26037,Clinton,Michigan,Clinton County,79595,,,,
26039,Crawford,Michigan,Crawford County,14029,,,,
26041,Delta,Michigan,Delta County,35784,,,,
26043,Dickinson,Michigan,Dickinson County,25239,,,,
26045,Eaton,Michigan,Eaton County,110268,,,,
26047,Emmet,Michigan,Emmet County,33415,,,,
26049,Genesee,Michigan,Genesee County,405813,,,,
26051,Gladwin,Michigan,Gladwin County,25449,,,,
